id,lat,lon,name,type,sport,access,opening_hours,surface,lit,wheelchair,operator,dog
way/338697703,37.72694644444445,-122.47985366666666,,garden,,,,,,,,
way/338697706,37.72403962727273,-122.48191145454547,,garden,,,,,,,,
way/338697711,37.724166016666665,-122.47875323333334,,garden,,,,,,,,
way/338697717,37.720403025,-122.480190925,,garden,,,,,,,,
way/338697721,37.721273608333334,-122.48054269166666,,garden,,,,,,,,
way/338697723,37.721282433333336,-122.48249869166666,,garden,,,,,,,,
way/338697724,37.72130355714285,-122.48205845,,garden,,,,,,,,
way/338697726,37.72042507142857,-122.4802736,,garden,,,,,,,,
way/338697727,37.72081262727273,-122.48164588181818,,garden,,,,,,,,
way/338697729,37.72072521818182,-122.48026213636363,,garden,,,,,,,,
way/338697730,37.72667956666667,-122.48024583333334,,garden,,,,,,,,
way/338697732,37.721329275,-122.47569378333333,,garden,,,,,,,,
way/338697733,37.7256845625,-122.481263275,,garden,,,,,,,,
way/338697734,37.7207253,-122.48018651818182,,garden,,,,,,,,
way/338697735,37.72423022727273,-122.48316613636365,,garden,,,,,,,,
way/338697737,37.720324858333335,-122.47815382499999,,garden,,,,,,,,
way/338697738,37.719999333333334,-122.47997513333333,,garden,,,,,,,,
way/338697739,37.7268652375,-122.4817125375,,garden,,,,,,,,
way/338697740,37.72329292857143,-122.48317495714286,,garden,,,,,,,,
way/338697741,37.72378195555555,-122.48160127777777,,garden,,,,,,,,
way/338697742,37.72081368571428,-122.4805008,,garden,,,,,,,,
way/338697743,37.72050979090909,-122.4819129,,garden,,,,,,,,
way/338697745,37.726631077777775,-122.47910783333333,,garden,,,,,,,,
way/338697746,37.719986577777775,-122.47953658888888,,garden,,,,,,,,
way/338697748,37.71989443333334,-122.47985252222222,,garden,,,,,,,,
way/338697749,37.7250940125,-122.476505175,,garden,,,,,,,,
way/338697750,37.72073468333333,-122.48151832500001,,garden,,,,,,,,
way/338697751,37.7208223625,-122.481486925,,garden,,,,,,,,
way/338697753,37.7208185,-122.48257456666667,,garden,,,,,,,,
way/338697754,37.72141670833333,-122.477398725,,garden,,,,,,,,
way/338697756,37.720595463636364,-122.48168647272728,,garden,,,,,,,,
way/338697757,37.722183369999996,-122.48072595,,garden,,,,,,,,
way/338697759,37.723679700000005,-122.48239908000001,,garden,,,,,,,,
way/338697761,37.720572,-122.48160793636363,,garden,,,,,,,,
way/338697762,37.72121199090909,-122.48195662727272,,garden,,,,,,,,
way/338697763,37.72803464415584,-122.48113927532467,,garden,,,,,,,,
way/338697764,37.72093606666667,-122.48252875555555,,garden,,,,,,,,
way/338697765,37.7243421,-122.47969124,,garden,,,,,,,,
way/338697766,37.721060275,-122.479994775,,garden,,,,,,,,
way/338697768,37.72031263636364,-122.4789179,,garden,,,,,,,,
way/338697770,37.72094246666666,-122.47705954999999,,garden,,,,,,,,
way/338697771,37.724006700000004,-122.48175344615385,,garden,,,,,,,,
way/338697772,37.724209573684206,-122.48397911052632,,garden,,,,,,,,
way/338697773,37.72146131818182,-122.48468788181818,,garden,,,,,,,,
way/338697774,37.72054680909091,-122.47881238181817,,garden,,,,,,,,
way/338697776,37.72081514285714,-122.48009848571428,,garden,,,,,,,,
way/338697777,37.72421207,-122.48414131,,garden,,,,,,,,
way/338697778,37.72766476363636,-122.47925231818182,,garden,,,,,,,,
way/338697779,37.72178148888889,-122.48047422222223,,garden,,,,,,,,
way/338697780,37.7207337875,-122.4803390125,,garden,,,,,,,,
way/338697781,37.720759533333336,-122.48043275555557,,garden,,,,,,,,
way/338697782,37.72087166666667,-122.48155254444444,,garden,,,,,,,,
way/338697783,37.7262955375,-122.48127085,,garden,,,,,,,,
way/338697784,37.72564596666667,-122.47933781666666,,garden,,,,,,,,
way/338697785,37.720917863636366,-122.481847,,garden,,,,,,,,
way/338697786,37.72048851818182,-122.47944206363636,,garden,,,,,,,,
way/338697787,37.72498613333333,-122.47650275999999,,garden,,,,,,,,
way/338697788,37.72812834444445,-122.47919944444445,,garden,,,,,,,,
way/338697789,37.721048333333336,-122.48177467777776,,garden,,,,,,,,
way/338697790,37.72101836,-122.48170358,,garden,,,,,,,,
way/338697791,37.7214455,-122.48431803636363,,garden,,,,,,,,
way/338697792,37.72357401,-122.48230391,,garden,,,,,,,,
way/338697793,37.723225066666664,-122.47703985555556,,garden,,,,,,,,
way/338697794,37.72465078571429,-122.48369617142858,,garden,,,,,,,,
way/338697795,37.72665462,-122.48333726999999,,garden,,,,,,,,
way/338697796,37.724087576923075,-122.4826892,,garden,,,,,,,,
way/338697797,37.72040451666667,-122.47856371666667,,garden,,,,,,,,
way/338697798,37.723183428571424,-122.47783485714285,,garden,,,,,,,,
way/338697799,37.72516716,-122.47607178000001,,garden,,,,,,,,
way/338697801,37.723957166666665,-122.47918398888889,,garden,,,,,,,,
way/338697803,37.72035103636364,-122.47773703636364,,garden,,,,,,,,
way/338697804,37.72161315333334,-122.4848313,,garden,,,,,,,,
way/338697805,37.720501975,-122.481536425,,garden,,,,,,,,
way/338697806,37.72325576666666,-122.47788306666666,,garden,,,,,,,,
way/338697807,37.72135097142858,-122.47688137142858,,garden,,,,,,,,
way/338697808,37.7213137375,-122.47558529375,,garden,,,,,,,,
way/338697809,37.72334916,-122.47913080000001,,garden,,,,,,,,
way/338697810,37.72299486,-122.48234677,,garden,,,,,,,,
way/338697811,37.72065139166667,-122.48199533333333,,garden,,,,,,,,
way/338697813,37.72225556428572,-122.4806313,,garden,,,,,,,,
way/338697814,37.723713333333336,-122.48307648888888,,garden,,,,,,,,
way/338697815,37.72326145,-122.47935645,,garden,,,,,,,,
way/338697816,37.720277175,-122.47848698333333,,garden,,,,,,,,
way/338697817,37.723613845454544,-122.48304177272726,,garden,,,,,,,,
way/338697818,37.727975300000004,-122.47992726,,garden,,,,,,,,
way/338697819,37.72031606363636,-122.47795248181819,,garden,,,,,,,,
way/338697820,37.7224087625,-122.481218575,,garden,,,,,,,,
way/338697821,37.721722888888884,-122.47784167777779,,garden,,,,,,,,
way/338697822,37.7227550375,-122.47864958125,,garden,,,,,,,,
way/338697823,37.72169548461539,-122.47563432307692,,garden,,,,,,,,
way/338697824,37.7240611625,-122.4814057875,,garden,,,,,,,,
way/338697825,37.72040079166667,-122.47868419166667,,garden,,,,,,,,
way/338697826,37.72036440833333,-122.47751901666668,,garden,,,,,,,,
way/338697827,37.72173382222222,-122.4788138,,garden,,,,,,,,
way/338697828,37.721439478571426,-122.48345700714286,,garden,,,,,,,,
way/338697829,37.72139478888889,-122.48336204444445,,garden,,,,,,,,
way/338697830,37.721152499999995,-122.47740900000001,,garden,,,,,,,,
way/338697831,37.72079070625,-122.4819806875,,garden,,,,,,,,
way/338697832,37.72799126666666,-122.47970924166667,,garden,,,,,,,,
way/338697833,37.722416088888885,-122.47649006666666,,garden,,,,,,,,
way/338697834,37.72032135714285,-122.47938971428572,,garden,,,,,,,,
way/338697836,37.723747485714284,-122.48325608571429,,garden,,,,,,,,
way/338697837,37.72741795,-122.4809171375,,garden,,,,,,,,
way/338697838,37.723867922222226,-122.47802844444443,,garden,,,,,,,,
way/338697839,37.72037351818182,-122.47844380000001,,garden,,,,,,,,
way/338697840,37.728801857142855,-122.47901525714285,,garden,,,,,,,,
way/338697841,37.72374408181818,-122.47658061818183,,garden,,,,,,,,
way/338697842,37.72339206666667,-122.483520225,,garden,,,,,,,,
way/338697844,37.725950125,-122.4797512375,,garden,,,,,,,,
way/338697846,37.72058718333333,-122.48154308333334,,garden,,,,,,,,
way/338697847,37.72079605454545,-122.4796159909091,,garden,,,,,,,,
way/338697848,37.71998526,-122.47938862999999,,garden,,,,,,,,
way/338697850,37.72060106153846,-122.47839163846153,,garden,,,,,,,,
way/338697851,37.72146874166667,-122.48440740833333,,garden,,,,,,,,
way/338697853,37.72512493000001,-122.47542519000001,,garden,,,,,,,,
way/338697854,37.72312995714286,-122.48270717142857,,garden,,,,,,,,
way/338697855,37.7290112875,-122.4796579375,,garden,,,,,,,,
way/338697856,37.726000525,-122.4788504375,,garden,,,,,,,,
way/338697857,37.7235641,-122.4753908125,,garden,,,,,,,,
way/338697858,37.721634,-122.4768099875,,garden,,,,,,,,
way/338697859,37.723882960000005,-122.48209629,,garden,,,,,,,,
way/338697861,37.72748354,-122.47896625999999,,garden,,,,,,,,
way/338697862,37.72769312727273,-122.48174123636363,,garden,,,,,,,,
way/338697863,37.72389895714286,-122.47941955714285,,garden,,,,,,,,
way/338697865,37.72728193636363,-122.48045475454546,,garden,,,,,,,,
way/338697866,37.7212114375,-122.4772439,,garden,,,,,,,,
way/338697867,37.72590668888889,-122.4783061888889,,garden,,,,,,,,
way/338697868,37.723126436363636,-122.48329625454545,,garden,,,,,,,,
way/338697870,37.7222226875,-122.476514075,,garden,,,,,,,,
way/338697871,37.72140734705882,-122.4821716,,garden,,,,,,,,
way/338697875,37.72036849230769,-122.47791268461539,,garden,,,,,,,,
way/338697876,37.720450794444446,-122.47572479444446,,garden,,,,,,,,
way/338697878,37.722587511111115,-122.47886207777778,,garden,,,,,,,,
way/338697882,37.72101756666667,-122.47733687777776,,garden,,,,,,,,
way/338697883,37.7239004625,-122.4793255125,,garden,,,,,,,,
way/338697884,37.72449495,-122.475363175,,garden,,,,,,,,
way/338697885,37.72115917777778,-122.48236613333331,,garden,,,,,,,,
way/338697886,37.72348958,-122.48396072666667,,garden,,,,,,,,
way/338697887,37.72336104285714,-122.47992248571428,,garden,,,,,,,,
way/338697888,37.7254068,-122.47667332,,garden,,,,,,,,
way/338697889,37.72135849,-122.48463722,,garden,,,,,,,,
way/338697890,37.72056851666667,-122.47963475833335,,garden,,,,,,,,
way/338697891,37.72203805,-122.4816109125,,garden,,,,,,,,
way/338697892,37.723465274999995,-122.479091675,,garden,,,,,,,,
way/338697895,37.72065635384615,-122.48241374615385,,garden,,,,,,,,
way/338697896,37.72615113,-122.48194091,,garden,,,,,,,,
way/338697897,37.72587686666667,-122.47747486666668,,garden,,,,,,,,
way/338697898,37.7224847375,-122.476466475,,garden,,,,,,,,
way/338697899,37.72154628333333,-122.47684978888888,,garden,,,,,,,,
way/338697902,37.7204471,-122.48047382222222,,garden,,,,,,,,
way/338697903,37.72035075,-122.47763393333334,,garden,,,,,,,,
way/338697904,37.7249907375,-122.4763384,,garden,,,,,,,,
way/338697905,37.723563275,-122.48325961666667,,garden,,,,,,,,
way/338697906,37.72432821818182,-122.47946204545455,,garden,,,,,,,,
way/338697908,37.72126715555556,-122.48199499444445,,garden,,,,,,,,
way/338697909,37.7252509125,-122.4759974,,garden,,,,,,,,
way/338697911,37.723287170000006,-122.47821871000001,,garden,,,,,,,,
way/338697913,37.72329847142857,-122.47982377142857,,garden,,,,,,,,
way/338697916,37.72438562,-122.48342943,,garden,,,,,,,,
way/338697922,37.72681943,-122.47960334,,garden,,,,,,,,
way/338697926,37.72122237894737,-122.48214124210527,,garden,,,,,,,,
way/338697929,37.723435542857146,-122.48285514999999,,garden,,,,,,,,
way/338697933,37.7241421125,-122.478461025,,garden,,,,,,,,
way/338697937,37.7213344882353,-122.4822816647059,,garden,,,,,,,,
way/338697940,37.7208048125,-122.4824952,,garden,,,,,,,,
way/338697944,37.72090208421053,-122.48277515789474,,garden,,,,,,,,
way/338697947,37.720403088888894,-122.48042458888888,,garden,,,,,,,,
way/338697952,37.72414978333333,-122.47843146666666,,garden,,,,,,,,
way/338697953,37.725682058333334,-122.4782259,,garden,,,,,,,,
way/338697954,37.72181042941176,-122.47955200588234,,garden,,,,,,,,
way/338697955,37.72412978571429,-122.47824304285714,,garden,,,,,,,,
way/338697956,37.720458885,-122.47742794000001,,garden,,,,,,,,
way/338697957,37.72876767,-122.47963331999999,,garden,,,,,,,,
way/338697959,37.72301296875,-122.47802730625,,garden,,,,,,,,
way/338697960,37.72417199230769,-122.48406695384617,,garden,,,,,,,,
way/338697961,37.72643643076923,-122.4793462,,garden,,,,,,,,
way/338697962,37.723939333333334,-122.48271411666667,,garden,,,,,,,,
way/338697963,37.72355514444444,-122.47700216666665,,garden,,,,,,,,
way/338697964,37.72442635,-122.4833923625,,garden,,,,,,,,
way/338697965,37.72591737142857,-122.48181264285714,,garden,,,,,,,,
way/338697967,37.72050122857143,-122.47855892857142,,garden,,,,,,,,
way/338697968,37.72056010625,-122.47923480625,,garden,,,,,,,,
way/338697969,37.72501153,-122.47613094,,garden,,,,,,,,
way/338697972,37.723257971428566,-122.48312602142857,,garden,,,,,,,,
way/338697973,37.72076991666666,-122.4815921,,garden,,,,,,,,
way/338697974,37.722342524999995,-122.47821843333334,,garden,,,,,,,,
way/338697975,37.72814265714286,-122.47911678571428,,garden,,,,,,,,
way/338697976,37.72815613333333,-122.47939458888888,,garden,,,,,,,,
way/338697977,37.72143447142857,-122.48373462142857,,garden,,,,,,,,
way/338697978,37.720262607692305,-122.4783044,,garden,,,,,,,,
way/338697979,37.72668518333334,-122.48340643333334,,garden,,,,,,,,
way/338697982,37.72096163076923,-122.47644872307693,,garden,,,,,,,,
way/338697983,37.723429,-122.47535823636363,,garden,,,,,,,,
way/338697984,37.72558322727272,-122.47835528181818,,garden,,,,,,,,
way/338697985,37.72650559473684,-122.47999000526316,,garden,,,,,,,,
way/338697986,37.72420717777778,-122.48345578888888,,garden,,,,,,,,
way/338697988,37.72557565625,-122.4753151125,,garden,,,,,,,,
way/338697989,37.72097943888889,-122.47591855000002,,garden,,,,,,,,
way/338697990,37.72907758461538,-122.47905073846154,,garden,,,,,,,,
way/338697995,37.728831892307696,-122.47950329230768,,garden,,,,,,,,
way/338697997,37.72676075454546,-122.48334028181817,,garden,,,,,,,,
way/338697999,37.72240365,-122.48081061428572,,garden,,,,,,,,
way/338698001,37.7207815,-122.4828025111111,,garden,,,,,,,,
way/338698003,37.7238387625,-122.4834824875,,garden,,,,,,,,
way/338698007,37.72265205,-122.48110135,,garden,,,,,,,,
way/338698008,37.7236848,-122.483128375,,garden,,,,,,,,
way/338698011,37.72428740588235,-122.48381239999999,,garden,,,,,,,,
way/338698014,37.72323833684211,-122.48099211578948,,garden,,,,,,,,
way/338698016,37.72567133846154,-122.47845602307692,,garden,,,,,,,,
way/338698018,37.72565060909091,-122.47748117272727,,garden,,,,,,,,
way/338698019,37.7203748,-122.4781589,,garden,,,,,,,,
way/338698021,37.72289195,-122.47698526666666,,garden,,,,,,,,
way/338698022,37.7253903125,-122.477099825,,garden,,,,,,,,
way/338698025,37.72410424444445,-122.47886182222221,,garden,,,,,,,,
way/338698026,37.722516408333334,-122.47943793333333,,garden,,,,,,,,
way/338698028,37.72896467857142,-122.47916382142857,,garden,,,,,,,,
way/338698030,37.72904449090909,-122.47977940909091,,garden,,,,,,,,
way/338698031,37.72232676,-122.48113282,,garden,,,,,,,,
way/338698032,37.7258108,-122.48135679166667,,garden,,,,,,,,
way/338698035,37.721534919999996,-122.48052736,,garden,,,,,,,,
way/338698037,37.722617375,-122.48035841666666,,garden,,,,,,,,
way/338698038,37.72393608181818,-122.47927800000001,,garden,,,,,,,,
way/338698039,37.72404041666667,-122.47922251666667,,garden,,,,,,,,
way/338698041,37.719790145454546,-122.47955950000001,,garden,,,,,,,,
way/338698043,37.721898668181815,-122.4795262409091,,garden,,,,,,,,
way/338698044,37.725643725000005,-122.47700373333333,,garden,,,,,,,,
way/338698046,37.72553218181818,-122.48088371818181,,garden,,,,,,,,
way/338698047,37.72391942857143,-122.4778404,,garden,,,,,,,,
way/338698048,37.72489659,-122.47598975000001,,garden,,,,,,,,
way/338698049,37.72038117692308,-122.47832989999999,,garden,,,,,,,,
way/338698050,37.7232241375,-122.47916774375,,garden,,,,,,,,
way/338698051,37.71980555882353,-122.4797054882353,,garden,,,,,,,,
way/338698052,37.720493476923075,-122.48054471538461,,garden,,,,,,,,
way/338698053,37.721454525,-122.48409665000001,,garden,,,,,,,,
way/338698055,37.72557212307692,-122.47707986153847,,garden,,,,,,,,
way/338698056,37.7224007,-122.478099125,,garden,,,,,,,,
way/338698057,37.72020199,-122.47885438,,garden,,,,,,,,
way/338698058,37.72080478181818,-122.48000798181819,,garden,,,,,,,,
way/338698059,37.7258587,-122.47732958888888,,garden,,,,,,,,
way/338698060,37.723407125,-122.47965590833333,,garden,,,,,,,,
way/338698061,37.72667705,-122.4827734,,garden,,,,,,,,
way/338698062,37.72381781428572,-122.47718797142856,,garden,,,,,,,,
way/338698063,37.72400546428571,-122.48126075,,garden,,,,,,,,
way/338698064,37.72253083846154,-122.47686787692307,,garden,,,,,,,,
way/338698065,37.7237543125,-122.4794742,,garden,,,,,,,,
way/338698067,37.72684548181818,-122.48045001818181,,garden,,,,,,,,
way/338698070,37.72026705333334,-122.47775722666667,,garden,,,,,,,,
way/338698075,37.72093484285715,-122.4767916,,garden,,,,,,,,
way/338698076,37.7281059923077,-122.47930988461539,,garden,,,,,,,,
way/338698077,37.725623766666665,-122.47541773333334,,garden,,,,,,,,
way/338698079,37.723287299999996,-122.47670998000001,,garden,,,,,,,,
way/338698080,37.720622729411765,-122.4818922235294,,garden,,,,,,,,
way/338698081,37.72899185,-122.478875225,,garden,,,,,,,,
way/338698082,37.72393008461538,-122.47858217692307,,garden,,,,,,,,
way/338698084,37.72217086111111,-122.47695862222223,,garden,,,,,,,,
way/338698086,37.72753392,-122.47967308,,garden,,,,,,,,
way/338698087,37.727031009090915,-122.47974496363636,,garden,,,,,,,,
way/338698088,37.72198506153846,-122.47551846153846,,garden,,,,,,,,
way/338698089,37.721115792,-122.475733728,,garden,,,,,,,,
way/338698090,37.72333114285714,-122.48158007857144,,garden,,,,,,,,
way/338698091,37.7232976875,-122.4769999375,,garden,,,,,,,,
way/338698092,37.72168663,-122.476086495,,garden,,,,,,,,
way/338698094,37.723983664705884,-122.48356015882352,,garden,,,,,,,,
way/338698095,37.724525559090914,-122.47685322727271,,garden,,,,,,,,
way/338698097,37.7215424375,-122.4833461625,,garden,,,,,,,,
way/338698098,37.7232291,-122.48002897272727,,garden,,,,,,,,
way/338698099,37.72142663902439,-122.4789131390244,,garden,,,,,,,,
way/338698100,37.723527510000004,-122.47670605,,garden,,,,,,,,
way/338698101,37.723957922222226,-122.4776717,,garden,,,,,,,,
way/338698102,37.724060650000006,-122.47721990000001,,garden,,,,,,,,
way/338698103,37.72058916666666,-122.48062859166667,,garden,,,,,,,,
way/338698105,37.72189408333333,-122.47909678333333,,garden,,,,,,,,
way/338698106,37.722949657142856,-122.48092797142856,,garden,,,,,,,,
way/338698107,37.72617454545455,-122.47918384545454,,garden,,,,,,,,
way/338698108,37.72622035,-122.47904695833334,,garden,,,,,,,,
way/338698109,37.72253699473684,-122.48120061052633,,garden,,,,,,,,
way/338698111,37.72415506,-122.47860289999998,,garden,,,,,,,,
way/338698113,37.72207338571429,-122.47699160714286,,garden,,,,,,,,
way/338698114,37.722504040000004,-122.47639846,,garden,,,,,,,,
way/338698116,37.72257318,-122.47643876,,garden,,,,,,,,
way/338698118,37.721790064705885,-122.47715208235294,,garden,,,,,,,,
way/338698120,37.72361068888889,-122.48270302222221,,garden,,,,,,,,
way/338698121,37.72575645714286,-122.47688692142857,,garden,,,,,,,,
way/338698122,37.721103799999995,-122.47908582857143,,garden,,,,,,,,
way/338698123,37.72775843529411,-122.47917210588236,,garden,,,,,,,,
way/338698124,37.72411251176471,-122.48417311764706,,garden,,,,,,,,
way/338698125,37.72025406666667,-122.47760976666667,,garden,,,,,,,,
way/338698126,37.72413019,-122.47976646,,garden,,,,,,,,
way/338698127,37.72589622727273,-122.47816853636364,,garden,,,,,,,,
way/338698128,37.7204928625,-122.47722178125,,garden,,,,,,,,
way/338698129,37.72143197272727,-122.47606455454546,,garden,,,,,,,,
way/338698130,37.724357963636365,-122.47680814545456,,garden,,,,,,,,
way/338698131,37.72289744285714,-122.47958695714286,,garden,,,,,,,,
way/338698133,37.723238063636366,-122.47965680909091,,garden,,,,,,,,
way/338698134,37.727255783333334,-122.48208439444446,,garden,,,,,,,,
way/338698136,37.72107749230769,-122.48047194615386,,garden,,,,,,,,
way/338698137,37.722944575,-122.47869637,,garden,,,,,,,,
way/338698138,37.7260492125,-122.4788804625,,garden,,,,,,,,
way/338698139,37.723845205882355,-122.48215273529411,,garden,,,,,,,,
way/338698142,37.72190351818182,-122.47653186363637,,garden,,,,,,,,
way/338698144,37.72344036428571,-122.47644451428572,,garden,,,,,,,,
way/338698146,37.72357907333333,-122.48292328000001,,garden,,,,,,,,
way/338698148,37.72318336470588,-122.4832078,,garden,,,,,,,,
way/338698149,37.720677710000004,-122.48148908,,garden,,,,,,,,
way/338698151,37.72220728235294,-122.47748655882351,,garden,,,,,,,,
way/338698152,37.72729666153846,-122.47937876153847,,garden,,,,,,,,
way/338698155,37.725022025,-122.47917991666667,,garden,,,,,,,,
way/338698156,37.727277853846154,-122.47992007692308,,garden,,,,,,,,
way/338698157,37.72706172,-122.47984672666666,,garden,,,,,,,,
way/338698158,37.723078709999996,-122.47645998,,garden,,,,,,,,
way/338698159,37.720725843749996,-122.47887430625,,garden,,,,,,,,
way/338698160,37.72839471578947,-122.47949321578947,,garden,,,,,,,,
way/338698164,37.725541674999995,-122.477475475,,garden,,,,,,,,
way/338698165,37.72141958,-122.47711931600001,,garden,,,,,,,,
way/338698166,37.72660657058823,-122.4789904117647,,garden,,,,,,,,
way/338698167,37.725235315384616,-122.47647134615384,,garden,,,,,,,,
way/338698168,37.722974900000004,-122.48329254166667,,garden,,,,,,,,
way/338698169,37.72540869090909,-122.48048713636364,,garden,,,,,,,,
way/338698170,37.72232126153846,-122.48128249999999,,garden,,,,,,,,
way/338698171,37.723186299999995,-122.48108,,garden,,,,,,,,
way/338698173,37.720487225,-122.4775146,,garden,,,,,,,,
way/338698178,37.723152725,-122.4810756,,garden,,,,,,,,
way/338698179,37.72148122,-122.47740776666666,,garden,,,,,,,,
way/338698180,37.72042891428572,-122.47868404285715,,garden,,,,,,,,
way/338698181,37.72316242272728,-122.48016029090908,,garden,,,,,,,,
way/338698182,37.72262958846154,-122.4781170076923,,garden,,,,,,,,
way/338698183,37.72074186923077,-122.47913907692308,,garden,,,,,,,,
way/338698184,37.72694423571429,-122.47930819285715,,garden,,,,,,,,
way/338698185,37.724985866666664,-122.47584875,,garden,,,,,,,,
way/338698186,37.72738095714286,-122.47979607142858,,garden,,,,,,,,
way/338698187,37.72391595833333,-122.47795585,,garden,,,,,,,,
way/338698188,37.723327033333334,-122.48186232380952,,garden,,,,,,,,
way/338698189,37.722305786363634,-122.4792533409091,,garden,,,,,,,,
way/338698190,37.72443154166667,-122.47923435,,garden,,,,,,,,
way/338698191,37.7241155483871,-122.48379960645161,,garden,,,,,,,,
way/338698192,37.72548908461538,-122.48067461538461,,garden,,,,,,,,
way/338698193,37.72088026666667,-122.48269097777776,,garden,,,,,,,,
way/338698194,37.722122373913045,-122.4792261347826,,garden,,,,,,,,
way/338698195,37.72279208235294,-122.4770405117647,,garden,,,,,,,,
way/338698196,37.72058859333333,-122.48289565333333,,garden,,,,,,,,
way/338698197,37.72270099333333,-122.48029406,,garden,,,,,,,,
way/338698198,37.72041812941176,-122.4772160764706,,garden,,,,,,,,
way/338698199,37.72069014,-122.48275780666667,,garden,,,,,,,,
way/338698200,37.721872689473685,-122.48038876315789,,garden,,,,,,,,
way/338698202,37.72398358275862,-122.48363583448277,,garden,,,,,,,,
way/338698203,37.72421589545455,-122.4847005909091,,garden,,,,,,,,
way/338698205,37.7228068125,-122.4799490125,,garden,,,,,,,,
way/338698206,37.72311544827586,-122.48071435172413,,garden,,,,,,,,
way/338698207,37.72334145652174,-122.48331570869566,,garden,,,,,,,,
way/338698208,37.721489095652174,-122.48233339130435,,garden,,,,,,,,
way/338698209,37.71996447222222,-122.47974372777779,,garden,,,,,,,,
way/338698210,37.720734916666665,-122.47803878333333,,garden,,,,,,,,
way/338698212,37.72024415,-122.47719209444443,,garden,,,,,,,,
way/338698213,37.724115139999995,-122.47789872999999,,garden,,,,,,,,
way/338698214,37.723064775,-122.4791844,,garden,,,,,,,,
way/338698216,37.72125721,-122.478895725,,garden,,,,,,,,
way/338698217,37.72138979545454,-122.48393217272728,,garden,,,,,,,,
way/338698218,37.720659600000005,-122.47717235882352,,garden,,,,,,,,
way/338698220,37.72207015,-122.47618018571428,,garden,,,,,,,,
way/338698222,37.72294552352941,-122.4785869,,garden,,,,,,,,
way/338698224,37.723293942105265,-122.48053982105263,,garden,,,,,,,,
way/338698226,37.721103395238096,-122.47868161428572,,garden,,,,,,,,
way/338698227,37.720156456249995,-122.47978454375,,garden,,,,,,,,
way/338698228,37.72329529259259,-122.47870046296296,,garden,,,,,,,,
way/338698229,37.72443124230769,-122.47677457692308,,garden,,,,,,,,
way/338698230,37.72102197142857,-122.48285262380952,,garden,,,,,,,,
way/338698231,37.72367384444445,-122.4813433611111,,garden,,,,,,,,
way/338698233,37.72065027368421,-122.48269342105263,,garden,,,,,,,,
way/338698234,37.72566945,-122.47773616666667,,garden,,,,,,,,
way/338698235,37.72392909,-122.48354409999999,,garden,,,,,,,,
way/338698236,37.72601746666666,-122.48124066666666,,garden,,,,,,,,
way/338698237,37.72380081,-122.48340519999999,,garden,,,,,,,,
way/338698239,37.72397029,-122.48342002,,garden,,,,,,,,
way/338698241,37.723052867999996,-122.477195204,,garden,,,,,,,,
way/338698242,37.72389475,-122.48192857,,garden,,,,,,,,
way/338698244,37.72390952,-122.48199239,,garden,,,,,,,,
way/338698245,37.72176685,-122.48231581666667,,garden,,,,,,,,
way/338698246,37.723620600000004,-122.48198249,,garden,,,,,,,,
way/338698249,37.72069758378378,-122.48107307297299,,garden,,,,,,,,
way/338698250,37.72173884,-122.47672044000001,,garden,,,,,,,,
way/338698253,37.72362715,-122.48208861,,garden,,,,,,,,
way/338698255,37.722765217857145,-122.47885881071429,,garden,,,,,,,,
way/338698256,37.72358567,-122.48323972,,garden,,,,,,,,
way/338698257,37.727352384210526,-122.4805673736842,,garden,,,,,,,,
way/338698258,37.721640289999996,-122.47669326,,garden,,,,,,,,
way/338698259,37.72217308333333,-122.47681363333334,,garden,,,,,,,,
way/338698260,37.72488956875,-122.47562526875,,garden,,,,,,,,
way/338698263,37.722566959090905,-122.47657151818181,,garden,,,,,,,,
way/338698266,37.723193122727274,-122.48239425454545,,garden,,,,,,,,
way/338698267,37.72136015,-122.48234479999999,,garden,,,,,,,,
way/338698268,37.724161223076926,-122.4794324076923,,garden,,,,,,,,
way/338698272,37.7285489625,-122.48024083125,,garden,,,,,,,,
way/338698273,37.726010366666664,-122.4810822,,garden,,,,,,,,
way/338698274,37.72285600810811,-122.48357101081082,,garden,,,,,,,,
way/338698276,37.720732733333335,-122.48043639333333,,garden,,,,,,,,
way/338698278,37.7215239625,-122.4767111,,garden,,,,,,,,
way/338698280,37.72214158,-122.47548276,,garden,,,,,,,,
way/338698282,37.72552985555555,-122.48094105000001,,garden,,,,,,,,
way/338698295,37.721636782352945,-122.47700378235292,,garden,,,,,,,,
way/338698296,37.72355251818182,-122.4827793,,garden,,,,,,,,
way/338698298,37.72154498,-122.48483420000001,,garden,,,,,,,,
way/338698300,37.72046136666667,-122.47925492083334,,garden,,,,,,,,
way/338698301,37.72447916363637,-122.47663985,,garden,,,,,,,,
way/338698302,37.72554104666666,-122.4766841,,garden,,,,,,,,
way/338698303,37.72312381363636,-122.47847006818182,,garden,,,,,,,,
way/338698304,37.72536900588235,-122.47538247647059,,garden,,,,,,,,
way/338698305,37.7255617,-122.47886846000002,,garden,,,,,,,,
way/338698306,37.72052286,-122.48242764,,garden,,,,,,,,
way/338698308,37.72068776,-122.4805789,,garden,,,,,,,,
way/338698309,37.72529934,-122.47584824,,garden,,,,,,,,
way/338698312,37.7268171,-122.47925408,,garden,,,,,,,,
way/338698313,37.7261238,-122.47982242,,garden,,,,,,,,
