id,lat,lon,name,type,operator,route_ref,network,wheelchair,shelter,bench,bus,tram,subway,light_rail
node/6381906836,37.709334,-122.41203,Schwerin Street & Garrison Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906837,37.7104842,-122.411329,Schwerin Street & Sunnydale Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906838,37.710374,-122.411574,Schwerin Street & Sunnydale Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906839,37.7099568,-122.409357,Sunnydale Avenue & Cora Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906840,37.7102539,-122.409849,Sunnydale Avenue & Cora Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906841,37.7098769,-122.40851,Sunnydale Avenue & Rutland Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906842,37.7093264,-122.40703,Sunnydale Avenue & Talbert Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906843,37.7093678,-122.406694,Sunnydale Avenue & Talbert Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906844,37.7088684,-122.405409,Sunnydale Avenue & Bayshore Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906845,37.7090552,-122.405567,Sunnydale Avenue & Bayshore Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906846,37.7109761,-122.4040728,Bayshore Boulevard & Leland Avenue,bus_stop,San Francisco Municipal Railway,,Muni;Caltrain,,,,yes,,,
node/6381906847,37.7106027,-122.4039085,Bayshore Boulevard & Visitacion Avenue,bus_stop,San Francisco Municipal Railway,,Muni;SamTrans;Caltrain,,,,yes,,,
node/6381906848,37.7182405,-122.4001247,San Bruno Avenue & Harkness Avenue,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6381906849,37.7167513,-122.399969,San Bruno Avenue & Wilde Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906850,37.7122813,-122.40297,Bayshore Boulevard & Arleta Avenue,bus_stop,San Francisco Municipal Railway,,Muni;SamTrans,yes,,,yes,,,
node/6381906851,37.7124793,-122.402283,San Bruno Avenue & Arleta Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,yes,,,yes,,,
node/6381906852,37.7069722,-122.4155033,Geneva Avenue & Rio Verde Street,public_transport:stop_position,Muni,,Muni,,,,yes,,,
node/6381906853,37.7069057,-122.4155306,Geneva Avenue & Rio Verde Street,bus_stop,Muni,,Muni,,,,yes,,,
node/6381906854,37.7243951,-122.402172,San Bruno Avenue & Paul Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906855,37.7273614,-122.403593,San Bruno Avenue & Bacon Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906856,37.727917,-122.403624,San Bruno Avenue & Bacon Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906857,37.7321825,-122.405604,San Bruno Avenue & Silver Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6381906858,37.7320325,-122.40534,San Bruno Avenue & Silver Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382006683,37.7629131,-122.3897258,Tennessee Street & 18th Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,,,,
node/6382006725,37.8325883,-122.5391268,Fort Cronkhite Parking Lot,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6382006727,37.8064432,-122.4755047,Merchant Road & Golden Gate Bridge,public_transport:stop_position,Muni,,Muni,,,,yes,,,
node/6382006728,37.8075146,-122.4749292,Golden Gate Bridge Parking Lot,public_transport:stop_position,PresidiGo,,PresidiGo,,,,yes,,,
node/6382255519,37.7122222,-122.4018258,Bayshore Boulevard & Blanken Avenue,bus_stop,San Francisco Municipal Railway,,Muni;SamTrans;Caltrain,yes,,,yes,,,
node/6382255520,37.7186029,-122.443502,Geneva Avenue & Cayuga Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255521,37.7188652,-122.443441,Geneva Avenue & Cayuga Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255522,37.7217288,-122.449486,Geneva Avenue & Howth Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255523,37.7221343,-122.449935,Geneva Avenue & Howth Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255524,37.7156433,-122.439636,Geneva Avenue & Paris Street,bus_stop,San Francisco Municipal Railway,,Muni;Daly City,,,,yes,,,
node/6382255525,37.7157326,-122.4392472,Geneva Avenue & Paris Street,bus_stop,San Francisco Municipal Railway,,Muni;Daly City,,,,yes,,,
node/6382255526,37.7151441,-122.437943,Geneva Avenue & Madrid Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255527,37.7146891,-122.437539,Geneva Avenue & Madrid Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255528,37.7139719,-122.435928,Geneva Avenue & Naples Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255529,37.7144415,-122.4364187,Geneva Avenue & Naples Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255530,37.7133875,-122.434011,Geneva Avenue & Moscow Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255531,37.7129147,-122.433222,Geneva Avenue & Munich Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255532,37.7128615,-122.431735,Geneva Avenue & Prague Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255533,37.710729,-122.425826,1701 Geneva Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255534,37.7111063,-122.426171,1721 Geneva Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255535,37.7115578,-122.427953,1650 Geneva Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255536,37.7119173,-122.428198,1650 Geneva Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255537,37.7089758,-122.4229725,Geneva Avenue & Carter Street,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6382255538,37.70933,-122.4231236,Geneva Avenue & Carter Street,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6382255539,37.712434,-122.418034,Sunnydale Avenue & Santos Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255540,37.7122024,-122.41754,Sunnydale Avenue & Santos Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255541,37.7121797,-122.415805,Hahn Street & Sunnydale Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255542,37.7120747,-122.416068,Hahn Street & Sunnydale Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255543,37.7130765,-122.415618,Hahn Street & Visitacion Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255544,37.7121846,-122.410808,Visitacion Avenue & Schwerin Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255545,37.7116795,-122.408996,Visitacion Avenue & Cora Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255546,37.7114758,-122.408255,Visitacion Avenue & Rutland Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382255547,37.7114524,-122.407723,Visitacion Avenue & Rutland Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382256004,37.8013051,-122.41114,Powell Street & Filbert Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382256005,37.8060921,-122.4091348,Bay Street & Midway Street,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6382256006,37.8057317,-122.411852,Powell Street & Bay Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382256007,37.8029426,-122.411306,Powell Street & Lombard Street,bus_stop,San Francisco Municipal Transportation Agency,8BX;8X;39,Muni,,yes,,yes,,,
node/6382256008,37.7961205,-122.405035,Kearny Street & Jackson Street,bus_stop,San Francisco Municipal Transportation Agency,14822,Muni,,yes,yes,yes,,,
node/6382256009,37.7929223,-122.404387,Kearny Street & California Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,yes,yes,yes,,,
node/6382256010,37.7910317,-122.404004,Kearny Street & Bush Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6382256011,37.7978762,-122.407371,Broadway & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,yes,,yes,,,
node/6382256012,37.797452,-122.405314,Kearny Street & Pacific Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6382256013,37.7974397,-122.4054047,Kearny Street & Pacific Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6382256014,37.7061484,-122.412887,Geneva Avenue & Schwerin Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383746734,37.7849313,-122.4651434,California Street & 7th Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6383747683,37.7107386,-122.47133,San Francisco Golf Club,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383747684,37.7109389,-122.4709433,Junipero Serra Boulevard & Palmetto Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383748085,37.7135968,-122.471255,Junipero Serra Boulevard & Brotherhood Way,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6383748086,37.7181176,-122.473199,19th Avenue & Junipero Serra Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,yes,,,yes,,,
node/6383748087,37.7215687,-122.475003,19th Avenue & Holloway Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,yes,,,yes,,,
node/6383748088,37.7321461,-122.474811,19th Avenue & Ocean Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383748089,37.732788,-122.475149,19th Avenue & Ocean Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383748090,37.7341977,-122.475248,19th Avenue & Sloat Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383748091,37.7615902,-122.47688,19th Avenue & Judah Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6383748092,37.7614571,-122.477154,19th Avenue & Judah Street,bus_stop,San Francisco Municipal Transportation Agency,13365,Muni,,yes,yes,yes,,,
node/6383748093,37.8009675,-122.4282635,Lombard Street & Gough Street,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6383748094,37.8003464,-122.431295,Lombard Street & Laguna Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6383748095,37.7116896,-122.466881,Alemany Boulevard & Arch Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383748096,37.7116568,-122.467174,Arch Street & Alemany Boulevard,bus_stop,San Francisco Municipal Transportation Agency,13641,Muni,,,,yes,,,
node/6383748097,37.7204475,-122.4469394,San Jose Avenue & Geneva Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/6383874897,37.8005686,-122.401561,Battery Street & Green Street,bus_stop,San Francisco Municipal Railway,,Muni;GGT,,no,no,yes,,,
node/6383874898,37.7982755,-122.401096,Battery Street & Broadway,bus_stop,San Francisco Municipal Railway,40066,Muni;GGT,,no,no,yes,,,
node/6383874899,37.7969047,-122.4008287,Battery Street & Jackson Street,bus_stop,San Francisco Municipal Railway,13030,Muni;GGT,,yes,yes,yes,,,
node/6383874906,37.8019743,-122.40184,Battery Street & Filbert Street,bus_stop,San Francisco Municipal Railway,13026,Muni;GGT,,no,no,yes,,,
node/6383874907,37.8023574,-122.4029197,Sansome Street & Filbert Street,bus_stop,San Francisco Municipal Railway,,Muni;GGT,,yes,,yes,,,
node/6383874908,37.8019836,-122.4017478,Battery Street & Filbert Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni;GGT,,,,yes,,,
node/6383874909,37.8023452,-122.403025,Sansome Street & Filbert Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni;GGT,,,,yes,,,
node/6383874911,37.7771663,-122.3951851,4th Street & Townsend Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6383874912,37.7169932,-122.441243,Geneva Avenue & Mission Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383874913,37.7102177,-122.454746,Sickles Avenue & Cayuga Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6383982749,37.7887331,-122.3970755,Salesforce Transit Center Bay 16,public_transport:stop_position,AC Transit,50016,AC Transit,,,,yes,,,
node/6383982750,37.78961,-122.3959664,Salesforce Transit Center Bay 28,public_transport:stop_position,AC Transit,50028,AC Transit,,,,yes,,,
node/6383982751,37.7886418,-122.3977354,Salesforce Transit Center Bay 9,public_transport:stop_position,Greyhound,,Greyhound,,,,yes,,,
node/6383982752,37.7882898,-122.3981831,Salesforce Transit Center Bay 3,public_transport:stop_position,Amtrak,,Amtrak,,,,yes,,,
node/6383982753,37.7885219,-122.397888,Salesforce Transit Center Bay 7,public_transport:stop_position,Greyhound,7,Greyhound,,,,yes,,,
node/6383982754,37.7880272,-122.3979683,Salesforce Transit Center Bay 4,public_transport:stop_position,AC Transit,50004,AC Transit,,,,yes,,,
node/6383982755,37.7895896,-122.3965303,Salesforce Transit Center Bay 25,public_transport:stop_position,AC Transit,50025,AC Transit,,,,yes,,,
node/6383982756,37.7893269,-122.3963245,Salesforce Transit Center Bay 26,public_transport:stop_position,AC Transit,50026,AC Transit,,,,yes,,,
node/6383982757,37.7884081,-122.3980327,Salesforce Transit Center Bay 5,public_transport:stop_position,Greyhound,,Greyhound,,,,yes,,,
node/6383982758,37.7883808,-122.3975211,Salesforce Transit Center Bay 10,public_transport:stop_position,AC Transit,50010,AC Transit,,,,yes,,,
node/6383982760,37.7900021,-122.3960057,Salesforce Transit Center Bay 29,public_transport:stop_position,Muni,,Muni,,,,yes,,,
node/6383982761,37.7890763,-122.3966415,Salesforce Transit Center Bay 22,public_transport:stop_position,AC Transit,50022,AC Transit,,,,yes,,,
node/6383982762,37.7901221,-122.3958531,Salesforce Transit Center Bay 31,public_transport:stop_position,WestCAT,,WestCAT,,,,yes,,,
node/6383982763,37.7903525,-122.3955602,Salesforce Transit Center Bay 35,public_transport:stop_position,AC Transit,50035,AC Transit,,,,yes,,,
node/6383982765,37.7888538,-122.3969229,Salesforce Transit Center Bay 18,public_transport:stop_position,AC Transit,50018,AC Transit,,,,yes,,,
node/6383982767,37.7886189,-122.39722,Salesforce Transit Center Bay 14,public_transport:stop_position,AC Transit,50014,AC Transit,,,,yes,,,
node/6383982768,37.7884979,-122.397373,Salesforce Transit Center Bay 12,public_transport:stop_position,AC Transit,50012,AC Transit,,,,yes,,,
node/6383982769,37.7898999,-122.3955998,Salesforce Transit Center Bay 32,public_transport:stop_position,AC Transit,50032,AC Transit,,,,yes,,,
node/6383982770,37.7891251,-122.3971209,Salesforce Transit Center Bay 17,public_transport:stop_position,AC Transit,50017,AC Transit,,,,yes,,,
node/6383982771,37.7894702,-122.3966821,Salesforce Transit Center Bay 23,public_transport:stop_position,AC Transit,50023,AC Transit,,,,yes,,,
node/6383982773,37.7882514,-122.3976848,Salesforce Transit Center Bay 8,public_transport:stop_position,AC Transit,50008,AC Transit,,,,yes,,,
node/6383982774,37.7892384,-122.3969768,Salesforce Transit Center Bay 19,public_transport:stop_position,AC Transit,50019,AC Transit,,,,yes,,,
node/6383982775,37.7898699,-122.3961738,Salesforce Transit Center Bay 27,public_transport:stop_position,,,,,,,yes,,,
node/6383982776,37.7901528,-122.3952799,Salesforce Transit Center Bay 36,public_transport:stop_position,,,,,,,yes,,,
node/6383982777,37.7889671,-122.3967795,Salesforce Transit Center Bay 20,public_transport:stop_position,AC Transit,50020,AC Transit,,,,yes,,,
node/6383982778,37.7902428,-122.3956996,Salesforce Transit Center Bay 33,public_transport:stop_position,AC Transit,50033,AC Transit,,,,yes,,,
node/6383984046,37.7897342,-122.3958093,Salesforce Transit Center Bay 30,public_transport:stop_position,AC Transit,50030,AC Transit,,,,yes,,,
node/6383984047,37.7881453,-122.397819,Salesforce Transit Center Bay 6,public_transport:stop_position,AC Transit,50006,AC Transit,,,,yes,,,
node/6383984048,37.7893525,-122.3968318,Salesforce Transit Center Bay 21,public_transport:stop_position,AC Transit,50021,AC Transit,,,,yes,,,
node/6383984049,37.7891994,-122.3964857,Salesforce Transit Center Bay 24,public_transport:stop_position,AC Transit,50024,AC Transit,,,,yes,,,
node/6383984050,37.7888748,-122.3974392,Salesforce Transit Center Bay 13,public_transport:stop_position,,,,,,,yes,,,
node/6383984051,37.7889958,-122.3972853,Salesforce Transit Center Bay 15,public_transport:stop_position,,,,,,,yes,,,
node/6383984052,37.7900145,-122.3954548,Salesforce Transit Center Bay 34,public_transport:stop_position,AC Transit,50034,AC Transit,,,,yes,,,
node/6383984053,37.7881708,-122.3983344,Salesforce Transit Center Bay 1,public_transport:stop_position,Amtrak,,Amtrak,,,,yes,,,
node/6383984054,37.7879066,-122.3981209,Salesforce Transit Center Bay 2,public_transport:stop_position,AC Transit,50002,AC Transit,,,,yes,,,
node/6383984055,37.7887543,-122.3975925,Salesforce Transit Center Bay 11,public_transport:stop_position,Flixbus,,Flixbus,,,,yes,,,
node/6383984056,37.7903664,-122.3965718,Fremont Street & Mission Street,public_transport:stop_position,Muni;GGT,,Muni;GGT,,,,yes,,,
node/6383984057,37.7903902,-122.3964589,Fremont Street & Mission Street,bus_stop,Muni;GGT,,Muni;GGT,,no,,yes,,,
node/6383984060,37.8282581,-122.3719842,Avenue H & 13th Street,public_transport:stop_position,,,,,,,yes,,,
node/6384355837,37.8083366,-122.4102869,Pier 39,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/6384355853,37.8069923,-122.4103676,North Point Street & Stockton Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni;GGT,,,,yes,,,
node/6384355854,37.8069576,-122.4106445,North Point Street & Stockton Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni;GGT,,,,yes,,,
node/6384355930,37.8010952,-122.404579,Union Street & Montgomery Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355931,37.8009734,-122.404553,Union Street & Montgomery Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355932,37.8007757,-122.406104,Union Street & Kearny Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355933,37.8009238,-122.405928,Union Street & Kearny Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355934,37.8007259,-122.407511,Union Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355935,37.8005723,-122.407689,Union Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355936,37.8017822,-122.405704,115 Telegraph Hill Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6384355937,37.8018611,-122.40563,Telegraph Hill Boulevard & Filbert Street,bus_stop,San Francisco Municipal Transportation Agency,16654,Muni,,no,no,yes,,,
node/6384355938,37.8026349,-122.40657,Telegraph Hill Boulevard & Greenwich Street,bus_stop,San Francisco Municipal Transportation Agency,16655,Muni,,no,no,yes,,,
node/6384355939,37.8026158,-122.406423,Telegraph Hill Boulevard & Greenwich Street,bus_stop,San Francisco Municipal Transportation Agency,16656,Muni,,no,no,yes,,,
node/6384355940,37.8029957,-122.406688,225 Telegraph Hill Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355941,37.8029942,-122.406785,225 Telegraph Hill Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355942,37.8035888,-122.406626,Lombard Street & Kearny Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355943,37.8037265,-122.406544,Lombard Street & Kearny Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355944,37.8034135,-122.407896,Lombard Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355945,37.8035118,-122.408105,Lombard Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355946,37.8033258,-122.409643,Lombard Street & Stockton Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355947,37.8031469,-122.409664,Stockton Street & Lombard Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355948,37.8024109,-122.409677,Stockton Street & Greenwich Street,bus_stop,San Francisco Municipal Transportation Agency,16517,Muni,,no,no,yes,,,
node/6384355949,37.8022041,-122.409464,Stockton Street & Greenwich Street,bus_stop,San Francisco Municipal Transportation Agency,16518,Muni,,no,no,yes,,,
node/6384355950,37.8014856,-122.40948,Stockton Street & Filbert Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384355951,37.8005759,-122.409315,Stockton Street & Union Street,bus_stop,San Francisco Municipal Transportation Agency,16525,Muni,,no,yes,yes,,,
node/6384355952,37.8003672,-122.409317,Union Street & Stockton Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/6384355953,37.807804,-122.4123704,Powell Street & Beach Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556365,37.7161775,-122.4139856,Visitacion Valley Middle School,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556366,37.7109629,-122.394756,Executive Park Boulevard & Blanken Avenue,bus_stop,San Francisco Municipal Transportation Agency,13619,Muni,,,,yes,,,
node/6384556367,37.7109521,-122.394824,Executive Park Boulevard & Blanken Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556368,37.7228862,-122.39484,Fitzgerald Avenue & Keith Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384556369,37.7229246,-122.3947623,Fitzgerald Avenue & Keith Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556370,37.7258909,-122.475224,19th Avenue & Buckingham Way,bus_stop,San Francisco Municipal Transportation Agency,,Muni,yes,,,yes,,,
node/6384556371,37.7919964,-122.4817712,Bowley Street & Lincoln Boulevard,bus_stop,San Francisco Municipal Transportation Agency,29,Muni,,,,yes,,,
node/6384556372,37.7850114,-122.4996289,Legion of Honor,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556373,37.7849728,-122.4997434,Legion of Honor,bus_stop,San Francisco Municipal Railway,,Muni,,yes,,yes,,,
node/6384556374,37.7354329,-122.507235,Great Highway & Sloat Boulevard,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384556375,37.7338394,-122.3906677,Palou Avenue & 3rd Street,public_transport:stop_position,San Francisco Municipal Railway,,,,,,yes,,,
node/6384556376,37.7339132,-122.3907985,Palou Avenue & 3rd Street,public_transport:stop_position,San Francisco Municipal Railway,,,,,,yes,,,
node/6384556377,37.7338093,-122.390752,Palou Avenue & 3rd Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384556378,37.7398558,-122.388584,Newhall Street & Hudson Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384556379,37.7397337,-122.3885672,Newhall Street & Hudson Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556380,37.7387419,-122.486941,Vicente Street & 30th Avenue,bus_stop,San Francisco Municipal Transportation Agency,16835,Muni,,yes,yes,yes,,,
node/6384556381,37.7388279,-122.4868349,Vicente Street & 30th Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556382,37.7617873,-122.4661737,9th Avenue & Judah Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556383,37.7341057,-122.4936265,Sloat Boulevard & 36th Avenue,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556384,37.7338564,-122.4933603,Sloat Boulevard & 36th Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556487,37.7482776,-122.419073,Cesar Chavez Street & Bartlett Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,yes,yes,yes,,,
node/6384556488,37.728872,-122.367231,Galvez Avenue & Robinson Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
node/6384556489,37.7289671,-122.3671435,Galvez Avenue & Robinson Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556788,37.7333894,-122.4342079,Diamond Street & Bosworth Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556789,37.7849673,-122.4641301,California Street & 6th Avenue,bus_stop,San Francisco Municipal Railway,,Muni,,yes,yes,yes,,,
node/6384556790,37.7335744,-122.4339722,Bosworth Street & Diamond Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556791,37.7192915,-122.4257771,Dublin Street & La Grande Avenue,bus_stop,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556793,37.7476211,-122.420375,Valencia Street & Cesar Chavez Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,yes,yes,yes,,,
node/6384556794,37.7503826,-122.4458164,Parkridge Drive & Burnett Avenue,bus_stop,San Francisco Municipal Railway,16086,Muni,,yes,yes,yes,,,
node/6384556795,37.7505676,-122.4458283,Parkridge Drive & Burnett Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556802,37.7704655,-122.4454111,Masonic Avenue & Haight Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556803,37.7129857,-122.433153,Geneva Avenue & Munich Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556804,37.7705667,-122.390811,Mission Bay Boulevard South & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,17766,Muni,yes,yes,yes,yes,,,
node/6384556805,37.7650738,-122.4193483,16th Street & Mission Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,,,,
node/6384556806,37.7650653,-122.4194837,16th Street & Mission Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/6384556807,37.7347177,-122.414901,Ellsworth Street & Crescent Avenue,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,,,yes,,,
