id,lat,lon,name,type,operator,route_ref,network,wheelchair,shelter,bench,bus,tram,subway,light_rail
node/65289952,37.7713718,-122.4705494,Rose Garden,public_transport:stop_position,SFRP,,SFRP,,,,yes,,,
node/65295003,37.7364136,-122.4437414,O'Shaughnessy Boulevard & Malta Drive,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65297793,37.731811,-122.395586,Topeka Avenue & Newhall Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65300009,37.7641174,-122.3889536,3rd Street & Mariposa Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/65304156,37.738934,-122.4347385,Diamond Street & Moffitt Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65306108,37.7223748,-122.3954639,Gilman Avenue & 3rd Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65309090,37.7921372,-122.4810828,Lincoln Boulevard & Pershing Drive,public_transport:stop_position,San Francisco Municipal Railway,,Muni;PresidiGo,,,,yes,,,
node/65311254,37.7117969,-122.4650979,Alemany Boulevard & Victoria Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65312897,37.7439768,-122.456486,Laguna Honda Boulevard & Idora Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65313109,37.71931,-122.4258461,Dublin Street & La Grande Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65323547,37.7417201,-122.4503858,Teresita Boulevard & Isola Way,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65325890,37.8016397,-122.4567572,Anza Avenue & Lincoln Boulevard,public_transport:stop_position,Muni,,Muni,,,,yes,,,
node/65327515,37.747385,-122.396186,Evans Avenue & Napoleon Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65329210,37.7271974,-122.4801272,280 Buckingham Way,public_transport:stop_position,San Francisco Municipal Railway,,Muni;SamTrans,,,,yes,,,
node/65334425,37.7421585,-122.4462607,O'Shaughnessy Boulevard & Del Vale Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65337609,37.7324512,-122.3798054,Hudson Avenue & Ingalls Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65342317,37.7229751,-122.444297,Ocean Avenue & San Jose Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/65344167,37.7612436,-122.4441179,Corbett Avenue & Danvers Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65344751,37.7451397,-122.4040632,201 Bayshore Boulevard,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65348383,37.7397298,-122.425604,Chenery Street & Randall Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65349487,37.7347195,-122.4149401,Ellsworth Street & Crescent Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65351018,37.732937,-122.385815,Newcomb Avenue & Keith Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65351296,37.7099224,-122.392861,50 Thomas Mellon Circle,public_transport:stop_position,San Francisco Municipal Railway,14575,Muni,,,,yes,,,
node/65352897,37.7956012,-122.4670506,410 Washington Boulevard,public_transport:stop_position,Presidio Trust,,PresidiGo,,,,yes,,,
node/65356037,37.7632716,-122.4437813,Roosevelt Way & Lower Terrace,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65357073,37.753823,-122.397375,967 Connecticut Street,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65357336,37.7082779,-122.4123996,Schwerin Street & Velasco Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65359725,37.7357507,-122.3835524,Cashmere Street & Hudson Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/65374421,37.8073262,-122.4754017,Golden Gate Bridge Toll Plaza,public_transport:stop_position,GGT;Muni,,GGT;Muni,,,,yes,,,
node/65409922,37.5993937,-122.3863184,Millbrae,railway:stop,Caltrain,,Caltrain,,,,,,,
node/65440900,37.6306058,-122.4925672,Palmetto Avenue & Brighton Road,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/65459043,37.6880333,-122.4908392,317 Skyline Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/65479774,37.6664184,-122.3834422,395-400 Oyster Point Boulevard,public_transport:stop_position,Commute.org,,Commute.org,,,,yes,,,
node/110424888,37.9293991,-122.533896,Magnolia Avenue & Alexander Avenue,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/110458097,37.8978265,-122.4988943,Tiburon Boulevard & Cecilia Way,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/253138706,37.6631452,-122.4795928,Gateway Drive & Springdale Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/257073482,37.7516259,-122.4184554,24th Street Mission,railway:stop,San Francisco Bay Area Rapid Transit District,,BART,,,,,,yes,
node/257074010,37.7790243,-122.4145068,Civic Center,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/257074837,37.7922361,-122.3977783,Embarcadero,railway:stop,San Francisco Bay Area Rapid Transit District,,BART,,,,,,yes,
node/257176382,37.6163989,-122.3907989,San Francisco International Airport,railway:stop,San Francisco Bay Area Rapid Transit District,,BART,,,,,,yes,
node/257493274,37.660585,-122.4894805,Palmetto Avenue & Paradise Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/259507778,37.8314941,-122.5232546,Bunker Road & Field Road,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/262917429,37.6303522,-122.4573437,220 Allen Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/264198966,37.8561139,-122.4775786,Sausalito Ferry Terminal,ferry_terminal,Golden Gate Ferry;Blue & Gold Fleet,,Golden Gate Ferry;Blue & Gold Fleet,,,,,,,
node/266184994,37.6487738,-122.4490546,Arroyo Drive & Erica Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/277017354,37.7611602,-122.4282773,Right of Way & 18th Street,railway:stop,San Francisco Municipal Railway,,Muni,designated,,,,,,yes
node/286781230,37.7765466,-122.3951075,San Francisco 4th & King Street,public_transport:stop_position,Peninsula Corridor Joint Powers Board,,Caltrain,,,,,,,
node/286781359,37.7764734,-122.395015,San Francisco 4th & King Street,public_transport:stop_position,Peninsula Corridor Joint Powers Board,,Caltrain,,,,,,,
node/286781407,37.7763289,-122.3948325,San Francisco 4th & King Street,public_transport:stop_position,Peninsula Corridor Joint Powers Board,,Caltrain,,,,,,,
node/286781583,37.7762537,-122.3947377,San Francisco 4th & King Street,public_transport:stop_position,Peninsula Corridor Joint Powers Board,,Caltrain,,,,,,,
node/293818475,37.7561219,-122.3880663,23rd Street,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/293818833,37.7487706,-122.3874418,Marin Street,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/293819257,37.7091805,-122.4050225,Sunnydale,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/295490588,37.8044116,-122.4755357,Golden Gate Overlook,public_transport:stop_position,Presidio Trust,,PresidiGo,,,,yes,,,
node/297863017,37.7626117,-122.4353023,Castro,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/297863037,37.7749627,-122.4196282,Van Ness,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/301210527,37.7310127,-122.4743932,Right of Way & Eucalyptus Drive,railway:tram_stop,San Francisco Municipal Railway,,Muni,no,,,,no,,yes
node/301505501,37.7793466,-122.3902045,2nd & King,railway:station,San Francisco Municipal Railway,N;T,Muni,yes,yes,,yes,yes,,yes
node/301505694,37.7837573,-122.388127,Brannan,railway:station,San Francisco Municipal Railway,N;T,Muni,yes,yes,,yes,yes,,yes
node/301505695,37.7904517,-122.3895673,Folsom,railway:station,San Francisco Municipal Railway,,Muni,yes,,,yes,yes,,yes
node/301506011,37.7667326,-122.4299618,Church,railway:stop,San Francisco Municipal Railway,,Muni,yes,,,,,,yes
node/305042111,37.6284443,-122.4896996,Francisco Boulevard & Lakeside Avenue,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/307639379,37.7788061,-122.4144802,Market & 8th St,railway:subway_entrance,BART;Muni,B2,BART;Muni,no,,,,,,
node/307639383,37.7789608,-122.4146641,Market & Hyde St,railway:subway_entrance,BART;Muni,A2,BART;Muni,no,,,,,,
node/309820436,37.7936821,-122.3960168,,railway:subway_entrance,BART;Muni,A1,BART;Muni,no,,,,,,
node/309820442,37.7935283,-122.3958502,,railway:subway_entrance,BART;Muni,B1,BART;Muni,no,,,,,,
node/309821156,37.7652756,-122.4193274,,railway:subway_entrance,,,,no,,,,,,
node/309821157,37.764738,-122.4200444,,railway:subway_entrance,,,,no,,,,,,
node/310688988,37.7945115,-122.280191,Oakland Jack London Square Terminal,ferry_terminal,Water Emergency Transportation Authority,,San Francisco Bay Ferry,yes,,,,,,
node/311188062,37.7400816,-122.4356297,Addison Street & Diamond Heights Boulevard,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/313860616,37.7381775,-122.5044116,46th Avenue & Vicente Street,railway:tram_stop,San Francisco Municipal Railway,,Muni,no,,,,no,,yes
node/313868104,37.7335769,-122.4967646,Skyline Boulevard & Sloat Boulevard,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/315425539,37.7259991,-122.4770234,95 Buckingham Way,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/315433565,37.748023,-122.458914,Forest Hill,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/317081446,37.7874691,-122.408283,Powell Street & Geary Street,railway:tram_stop,San Francisco Municipal Transportation Agency,,Muni,no,,,,yes,,
node/317081639,37.7872216,-122.408198,Powell Street & Geary Street,railway:tram_stop,San Francisco Municipal Transportation Agency,,Muni,no,,,,yes,,
node/318297867,37.7519435,-122.4188358,,railway:subway_entrance,,A,,no,,,,,,
node/318297918,37.7524837,-122.4180954,,railway:subway_entrance,,B,,no,,,,,,
node/318309828,37.7051612,-122.462825,John Daly Boulevard & Mission Street,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/318556991,37.8521062,-122.4908469,Spencer Avenue Bus Pad,public_transport:stop_position,Golden Gate Transit,,GGT;Marin AirPorter,,,,yes,,,
node/318557004,37.8533634,-122.4931515,Spencer Avenue Bus Pad,public_transport:stop_position,Golden Gate Transit,,GGT;Marin AirPorter,,,,yes,,,
node/318565882,37.8894574,-122.5170386,Seminary Drive Bus Pad,public_transport:stop_position,Golden Gate Transit,,GGT;Marin Transit;Marin AirPorter,,,,yes,,,
node/318567946,37.9035058,-122.5159602,Tiburon Wye Bus Pad,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/318791607,37.6887078,-122.466143,El Camino Real & San Pedro Road,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/318856134,37.8993344,-122.5140097,Reed Boulevard & Belvedere Drive,public_transport:stop_position,GGT,,GGT,,,,yes,,,
node/318856475,37.9254505,-122.5140525,Paradise Drive Bus Pad,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/318856478,37.9264753,-122.5151504,Paradise Drive Bus Pad,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/324946983,37.7759911,-122.394497,Caltrain,railway:station,San Francisco Municipal Railway,N,Muni,yes,yes,,,,,yes
node/324946989,37.776019,-122.393636,4th & King,railway:station,San Francisco Municipal Railway,T,Muni,yes,yes,,,,,yes
node/337896339,37.6607919,-122.4917414,Palmetto Avenue & Westline Drive,public_transport:stop_position,SamTrans,,SamTrans,,,,yes,,,
node/338898805,37.7184252,-122.4486043,San Jose Avenue & Mount Vernon Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/338900105,37.7230691,-122.4446769,San Jose Avenue & Ocean Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,yes,,,yes,,,
node/360461665,37.749854,-122.4340801,Castro Street & 25th Street,bus_stop,San Francisco Municipal Railway,14328,Muni,,,,,,,
node/360461933,37.7495238,-122.4338159,Castro Street & 25th Street,bus_stop,San Francisco Municipal Railway,,Muni,,,,,,,
node/360463019,37.7481616,-122.431845,26th Street & Noe Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,yes,yes,,,,
node/360463054,37.7482892,-122.431805,26th Street & Noe Street,bus_stop,San Francisco Municipal Transportation Agency,13520,Muni,,yes,yes,,,,
node/368395030,37.9037052,-122.5193475,East Blithedale Avenue & Tower Drive,public_transport:stop_position,GGT;Marin Transit,,GGT;Marin Transit,,,,yes,,,
node/377853195,37.7878379,-122.4032309,Market Street & Kearny Street,public_transport:stop_position,San Francisco Municipal Railway,15678,Muni,yes,,,yes,,,
node/377859399,37.7879845,-122.403879,Geary Street & Kearny Street,bus_stop,San Francisco Municipal Transportation Agency,38;38R,Muni,,no,,yes,,,
node/377865637,37.7876442,-122.406431,Geary Street & Stockton Street,bus_stop,San Francisco Municipal Transportation Agency,38;38R,Muni,,yes,yes,yes,,,
node/377869710,37.7873839,-122.408585,Geary Street & Powell Street,bus_stop,San Francisco Municipal Transportation Agency,38;38R,Muni,,yes,yes,yes,,,
node/377873987,37.7869699,-122.4119197,Geary Street & Taylor Street,bus_stop,San Francisco Municipal Transportation Agency,38,Muni,,no,,yes,,,
node/377876227,37.7868633,-122.413296,Jones Street & Geary Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,no,,yes,,,
node/377876772,37.7867719,-122.413493,Geary Street & Jones Street,bus_stop,San Francisco Municipal Transportation Agency,38,Muni,,yes,yes,yes,,,
node/377880918,37.7865333,-122.415278,Geary Street & Leavenworth Street,bus_stop,San Francisco Municipal Transportation Agency,38;38R,Muni,,yes,yes,yes,,,
node/377882818,37.7863654,-122.414701,Leavenworth Street & Geary Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,,yes,,,
node/378740539,37.8074857,-122.412233,Powell Street & Beach Street,bus_stop,San Francisco Municipal Transportation Agency,47,Muni,,no,,yes,,,
node/378742294,37.8065992,-122.414198,North Point Street & Mason Street,bus_stop,San Francisco Municipal Transportation Agency,10;47,Muni,,yes,,yes,,,
node/381902573,37.8058487,-122.420158,North Point Street & Hyde Street,bus_stop,San Francisco Municipal Railway,10;20;30;47;91 Owl,Muni;GGT,,yes,yes,yes,,,
node/381903486,37.8050911,-122.4246273,North Point Street & Van Ness Avenue,bus_stop,San Francisco Municipal Railway,10;20;30;47;91 Owl,Muni;GGT,,yes,yes,yes,,,
node/381903604,37.8048499,-122.425454,Van Ness Avenue & North Point Street,bus_stop,San Francisco Municipal Transportation Agency,30;47;49;91 Owl,Muni,,yes,yes,yes,,,
node/381903984,37.8046555,-122.425413,Van Ness Avenue & North Point Street,bus_stop,San Francisco Municipal Transportation Agency,90 Owl,Muni,,yes,yes,yes,,,
node/381905234,37.8053498,-122.423953,North Point Street & Polk Street,bus_stop,San Francisco Municipal Railway,10;20;30;47;91 Owl,Muni;GGT,,yes,yes,yes,,,
node/381907531,37.8024284,-122.4249454,Van Ness Avenue & Chestnut Street,bus_stop,San Francisco Municipal Railway,30;47;49;90 Owl;91 Owl,Muni;GGT,,no,,yes,,,
node/381909960,37.7987301,-122.424196,Van Ness Avenue & Union Street,bus_stop,PresidiGo,47;49;76;90 Owl,PresidiGo,,yes,,yes,,,
node/381940953,37.7872205,-122.4163915,Post Street & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,no,yes,,,
node/381941516,37.787352,-122.4149192,Leavenworth Street & Post Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,yes,yes,,,
node/381941674,37.78742,-122.414746,Post Street & Leavenworth Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,yes,yes,yes,,,
node/381943912,37.7878185,-122.41349,Jones Street & Post Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,yes,yes,,,
node/381944711,37.7876472,-122.413029,Post Street & Jones Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,no,yes,,,
node/381947447,37.7878614,-122.4114361,Post Street & Taylor Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,no,yes,,,
node/381948686,37.7881636,-122.408386,Powell Street & Post Street,railway:tram_stop,San Francisco Municipal Transportation Agency,,Muni,no,,,,yes,,
node/381949414,37.7883476,-122.408007,Post Street & Powell Street,public_transport:stop_position,San Francisco Municipal Railway,2;3;76,Muni,yes,,,yes,,,
node/381951732,37.788568,-122.406,Post Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,,yes,,,
node/381953190,37.7894655,-122.40735,Sutter Street & Stockton Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,yes,yes,yes,,,
node/381959743,37.7892566,-122.409052,Sutter Street & Powell Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,no,yes,,,
node/381963838,37.7890547,-122.410625,Sutter Street & Mason Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,yes,,yes,,,
node/381964902,37.7888674,-122.412253,Sutter Street & Taylor Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,yes,,yes,,,
node/381965209,37.7887287,-122.413671,Jones Street & Sutter Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,yes,yes,,,
node/381966257,37.7886499,-122.413879,Sutter Street & Jones Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,,yes,,,
node/381967339,37.7882469,-122.415096,Leavenworth Street & Sutter Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,yes,yes,,,
node/381971670,37.7884362,-122.415496,Sutter Street & Leavenworth Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,yes,yes,yes,,,
node/381980329,37.7882381,-122.417125,Sutter Street & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,2;3;76,Muni,,no,,yes,,,
node/384345790,37.7935552,-122.396089,Market Street & Drumm Street,bus_stop,San Francisco Municipal Transportation Agency,F;2;6;9;21;31;L Owl;N Owl,Muni,limited,yes,yes,yes,yes,,
node/386342927,37.785873,-122.4057171,Market Street & Stockton Street,public_transport:stop_position,San Francisco Municipal Railway,15694,Muni,yes,,,yes,,,
node/386349390,37.7864609,-122.405156,Market Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,5;5R;7X;21;31,Muni,yes,yes,yes,yes,,,
node/386367010,37.7863194,-122.40497,Market Street & Grant Avenue,bus_stop,San Francisco Municipal Transportation Agency,5;5R;7,Muni,yes,yes,yes,yes,,,
node/386388769,37.7874461,-122.4037259,Market Street & 3rd Street,public_transport:stop_position,San Francisco Municipal Railway,15640,Muni,yes,,,yes,,,
node/386566435,37.7879531,-122.4028954,Market Street & 3rd Street,bus_stop,San Francisco Municipal Railway,5;5R;7;38;38R,Muni;AC Transit,yes,yes,yes,yes,,,
node/386569782,37.7885867,-122.402477,Market Street & Montgomery Street,bus_stop,San Francisco Municipal Transportation Agency,5;5R;7X;21;31;38;38R,Muni,yes,yes,yes,yes,,,
node/386573306,37.7886556,-122.402196,Market Street & New Montgomery Street,public_transport:stop_position,San Francisco Municipal Railway,15685,Muni,yes,,,yes,,,
node/386580403,37.7893771,-122.4012809,Market Street & 2nd Street,public_transport:stop_position,San Francisco Municipal Railway,15639,Muni,yes,,,yes,,,
node/386581741,37.7903897,-122.3998155,Market Street & 1st Street,bus_stop,San Francisco Municipal Railway,,Muni;AC Transit,yes,yes,yes,yes,,,
node/386582549,37.7908781,-122.3993812,Market Street & 1st Street,public_transport:stop_position,San Francisco Municipal Railway,17264,Muni,yes,,,yes,,,
node/386582608,37.7911939,-122.398983,Market Street & Battery Street,public_transport:stop_position,San Francisco Municipal Railway,15657,Muni,yes,,,yes,,,
node/386586277,37.7915749,-122.3981957,Fremont Street & Market Street,public_transport:stop_position,San Francisco Municipal Railway,5;5R;7;38;38R,Muni,yes,,,yes,,,
node/386586392,37.7922129,-122.3978815,,railway:subway_entrance,BART;Muni,A3,BART;Muni,no,,,,,,
node/386586525,37.7920276,-122.398118,Market Street & Front Street,bus_stop,San Francisco Municipal Transportation Agency,2;5;21;31,Muni,yes,yes,yes,yes,,,
node/386587552,37.7920695,-122.397696,,railway:subway_entrance,BART;Muni,B3,BART;Muni,no,,,,,,
node/386589544,37.7926853,-122.397556,Davis Street & Pine Street,bus_stop,San Francisco Municipal Transportation Agency,38BX,Muni,yes,no,,yes,,,
node/386589754,37.7926237,-122.396995,Market Street & Beale Street,bus_stop,San Francisco Municipal Transportation Agency,2;9;9R,Muni,yes,yes,yes,yes,,,
node/386601725,37.7942771,-122.3948769,Market Street & Steuart Street,bus_stop,San Francisco Municipal Railway,7X;14;14R;14X;N Owl,Muni;SamTrans,yes,yes,yes,yes,,,
node/386614803,37.7943036,-122.395211,Market Street & Steuart Street,bus_stop,San Francisco Municipal Transportation Agency,9,Muni,yes,no,no,yes,,,
node/386842658,37.7332075,-122.3977685,Bridgeview Drive & Topeka Avenue,public_transport:stop_position,San Francisco Municipal Railway,,Muni,,,,yes,,,
node/387222335,37.8078733,-122.412457,Powell Street & Beach Street,bus_stop,San Francisco Municipal Transportation Agency,39,Muni,,no,,yes,,,
node/387223326,37.8065215,-122.413491,North Point Street & Mason Street,bus_stop,San Francisco Municipal Transportation Agency,10;47,Muni,,yes,,yes,,,
node/387224953,37.8060448,-122.417271,North Point Street & Jones Street,bus_stop,San Francisco Municipal Railway,10;47,Muni;GGT,,no,,yes,,,
node/387225615,37.8056417,-122.420523,North Point Street & Hyde Street,bus_stop,San Francisco Municipal Railway,10;20;30;47;91 Owl,Muni;GGT,,yes,,yes,,,
node/387227557,37.8051108,-122.42376,Polk Street & North Point Street,bus_stop,San Francisco Municipal Transportation Agency,19,Muni,,yes,yes,yes,,,
node/387229035,37.804615,-122.4250723,Van Ness Avenue & Bay Street,bus_stop,San Francisco Municipal Transportation Agency,28;30;49;90 Owl;91 Owl,Muni,yes,yes,yes,yes,,,
node/387229700,37.8024593,-122.4246128,Van Ness Avenue & Chestnut Street,bus_stop,San Francisco Municipal Railway,47;49;82x;90 Owl;91 Owl,Muni;GGT,,yes,yes,yes,,,
node/387239538,37.7983971,-122.423775,Van Ness Avenue & Union Street,bus_stop,PresidiGo,47;49;76;90 Owl,PresidiGo,,no,,yes,,,
node/387251105,37.7940452,-122.422794,Jackson Street & Van Ness Avenue,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,yes,yes,yes,,,
node/387673950,37.7914097,-122.422281,Sacramento Street & Van Ness Avenue,bus_stop,San Francisco Municipal Transportation Agency,1,Muni,,yes,yes,,,,
node/388204992,37.8056131,-122.4219203,North Point Street & Larkin Street,bus_stop,San Francisco Municipal Transportation Agency,10;20;30;47;91 Owl,Muni,,no,no,yes,,,
node/388208426,37.7992921,-122.418963,Union Street & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,41;45,Muni,,no,no,,,,
node/388209009,37.7991231,-122.419204,Union Street & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,41;45,Muni,,no,no,,,,
node/388216823,37.795547,-122.418169,Pacific Avenue & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,12,Muni,,yes,yes,yes,,,
node/388219645,37.7945887,-122.418442,Jackson Street & Hyde Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,yes,no,yes,yes,,,
node/388223491,37.7947125,-122.416403,Leavenworth Street & Jackson Street,bus_stop,San Francisco Municipal Transportation Agency,27,Muni,,no,yes,yes,,,
node/388227176,37.7937776,-122.409764,Clay Street & Powell Street,bus_stop,San Francisco Municipal Transportation Agency,1,Muni,,yes,yes,,,,
node/388227859,37.7930536,-122.409262,Sacramento Street & Powell Street,bus_stop,San Francisco Municipal Transportation Agency,1,Muni,,no,,,,,
node/389390697,37.7853816,-122.405492,4th Street & Market Street,bus_stop,San Francisco Municipal Transportation Agency,8;8AX;8BX;30;45;91 Owl,Muni,yes,no,yes,yes,,,
node/389391494,37.7843851,-122.404564,Mission Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,14;14R;14X,Muni,yes,yes,yes,yes,,,
node/389393500,37.7848887,-122.4036175,Mission Street & 4th Street,bus_stop,San Francisco Municipal Railway,14;14L;14X,Muni;GGT;SamTrans,yes,yes,yes,yes,,,
node/389395120,37.7841012,-122.403937,4th Street & Mission Street,bus_stop,San Francisco Municipal Transportation Agency,8;30;45;91 Owl,Muni,yes,yes,yes,yes,,,
node/389401714,37.7821627,-122.400841,Folsom Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,12,Muni,yes,no,no,yes,,,
node/389403971,37.7821051,-122.401416,4th Street & Folsom Street,bus_stop,San Francisco Municipal Transportation Agency,8;8AX;8BX;30;45;91 Owl,Muni,yes,yes,yes,yes,,,
node/389406406,37.7806542,-122.3999976,Harrison Street & 4th Street,bus_stop,San Francisco Municipal Railway,9AX;9BX;9X;12,Muni;GGT,yes,yes,,yes,,,
node/389413666,37.7784177,-122.3968196,4th Street & Brannan Street,bus_stop,San Francisco Municipal Transportation Agency,13156,Muni,,no,no,yes,,,
node/389416260,37.7766351,-122.3955233,Townsend Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,yes,yes,yes,yes,,,
node/389418826,37.7772943,-122.394922,Townsend Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,,yes,,,
node/389419247,37.7772672,-122.394622,Townsend Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,45,Muni,,yes,yes,yes,,,
node/389421502,37.7777499,-122.393999,Townsend Street & 4th Street,bus_stop,San Francisco Municipal Transportation Agency,30,Muni,,yes,,yes,,,
node/389430669,37.7755162,-122.397185,Townsend Street & 5th Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,,yes,,,
node/389432070,37.7765243,-122.398522,5th Street & Brannan Street,bus_stop,San Francisco Municipal Transportation Agency,,Muni,,no,no,yes,,,
node/389437847,37.7780096,-122.399904,Bryant Street & 5th Street,bus_stop,San Francisco Municipal Transportation Agency,9AX;9BX;9X,Muni,,no,,yes,,,
node/389441898,37.778884,-122.402236,Harrison Street & 5th Street,bus_stop,San Francisco Municipal Transportation Agency,8AX;8BX;8X;12;27,Muni,yes,no,,yes,,,
node/389444253,37.7771186,-122.404484,Harrison Street & 6th Street,bus_stop,San Francisco Municipal Transportation Agency,8AX;8BX;8X;12;27,Muni,yes,yes,,yes,,,
node/389445399,37.7753839,-122.406659,Harrison Street & 7th Street,bus_stop,San Francisco Municipal Transportation Agency,12;27;47,Muni,yes,no,,yes,,,
node/389447197,37.7739362,-122.408508,Harrison Street & 8th Street,bus_stop,San Francisco Municipal Transportation Agency,12;27;47,Muni,yes,no,no,yes,,,
node/389447808,37.7724025,-122.41045,Harrison Street & 9th Street,bus_stop,San Francisco Municipal Transportation Agency,12;27;47,Muni,yes,no,no,yes,,,
node/389449763,37.7710441,-122.412861,11th Street & Harrison Street,bus_stop,San Francisco Municipal Transportation Agency,9;12;90 Owl,Muni,,yes,yes,yes,,,
